Index@CheckId@Status@Category@DesignCategory@Severity@FileId@Module@ArgList@ClusterInfo@OldRtlId
50b83427@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"APB_SLAVE"@"0:PRDATA#1:10#2:4#3:APB_SLAVE#4:E:/Projects/Verilog/Projects/APB_UART/APB_SLAVE.v#rtl_id:f29c23e6_00200"@"0"@"f29c23e6_00100:"
19bd6c8f@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"APB_SLAVE"@"0:PRDATA#1:10#2:5#3:APB_SLAVE#4:E:/Projects/Verilog/Projects/APB_UART/APB_SLAVE.v#rtl_id:d0e91a4c_00200"@"0"@"d0e91a4c_00100:"
19b1ac6b@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"APB_SLAVE"@"0:PRDATA#1:10#2:8#3:APB_SLAVE#4:E:/Projects/Verilog/Projects/APB_UART/APB_SLAVE.v#rtl_id:b7957635_00200"@"0"@"b7957635_00100:"
e45f3b41@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"APB_SLAVE"@"0:PRDATA#1:10#2:8#3:APB_SLAVE#4:E:/Projects/Verilog/Projects/APB_UART/APB_SLAVE.v#rtl_id:c71276da_00200"@"0"@"c71276da_00100:"
483d739c@1@uninspected@Rtl Design Style@Rtl Design Style@Info@0@"APB_SLAVE"@"0:APB_SLAVE#1:E:/Projects/Verilog/Projects/APB_UART/APB_SLAVE.v#rtl_id:f8d25718_00200"@"0"@""
521f1bce@2@uninspected@Connectivity@Implementation@Warning@1@"UART_APB_TOP"@"0:rx_error#1:uart_rx#2:UART_APB_TOP#3:E:/Projects/Verilog/Projects/APB_UART/UART_APB.v#"@"0"@""
67097db5@3@uninspected@Rtl Design Style@Rtl Design Style@Error@1,0@"UART_APB_TOP"@"0:apb#1:PADDR#2:32#3:UART_APB_TOP#4:E:/Projects/Verilog/Projects/APB_UART/UART_APB.v#6:PADDR#7:4#8:E:/Projects/Verilog/Projects/APB_UART/APB_SLAVE.v#"@""@""
79d009fb@3@uninspected@Rtl Design Style@Rtl Design Style@Error@1,0@"UART_APB_TOP"@"0:apb#1:PWDATA#2:32#3:UART_APB_TOP#4:E:/Projects/Verilog/Projects/APB_UART/UART_APB.v#6:PWDATA#7:10#8:E:/Projects/Verilog/Projects/APB_UART/APB_SLAVE.v#"@""@""
cade55e2@3@uninspected@Rtl Design Style@Rtl Design Style@Error@1,0@"UART_APB_TOP"@"0:apb#1:PRDATA#2:32#3:UART_APB_TOP#4:E:/Projects/Verilog/Projects/APB_UART/UART_APB.v#6:PRDATA#7:10#8:E:/Projects/Verilog/Projects/APB_UART/APB_SLAVE.v#"@""@""
98de7012@4@uninspected@Nomenclature Style@Nomenclature Style@Info@0@"APB_SLAVE"@"0:SETUP#1:SDF or EDIF keyword#2:APB_SLAVE#3:E:/Projects/Verilog/Projects/APB_UART/APB_SLAVE.v#"@"0"@""
cc58b22f@4@uninspected@Nomenclature Style@Nomenclature Style@Info@0@"APB_SLAVE"@"0:ACCESS#1:VHDL keyword#2:APB_SLAVE#3:E:/Projects/Verilog/Projects/APB_UART/APB_SLAVE.v#"@"0"@""
